amazon_user_id,book_id,rating,timestamp
AFF2EFA2NRDUQ5YPPWV3AVG72CTQ,3017,2.0,2019-09-14 08:25:45.123000
AFZV5SN3EK6T3LWW676BTNEGEUUA,3051,5.0,2017-05-06 13:21:14.000000
AEFT6QU77NZ3VFWEAIKEHFGU7VZA,3027,3.0,2019-07-31 20:18:38.432000
AHALO6AZFTEDPN25HV5BOWLUOJ6A,3062,5.0,2002-10-14 09:58:33.000000
AGMR3CGCX3Q6HZP5PJ64ESRXV2GQ,3043,1.0,2021-11-26 06:02:25.975000
AH7EO4WZHNCPIVNBTUNN2PWN7BSQ,3002,5.0,2015-07-09 09:52:14.000000
AE42LQ75D2Q6CYDKF6HNEAKBPIBQ,3148,1.0,2013-01-30 11:28:20.000000
AGYRZYMWKSCWZRRSZVEEMQJ4XCJQ,3051,5.0,2017-12-17 20:56:50.766000
AFFYRXO35LT3YN6HDXWBWONFDZ7A,3027,5.0,2019-06-03 09:56:53.160000
AFLUFE26UL3NFFX2BGEZNFOPV7RQ,3147,5.0,2018-03-23 01:58:19.268000
AGBLOH66545QXT2FGQGHUCDVMRHA,3098,5.0,2015-12-16 09:57:00.000000
AGKZV4BY6OXCS2LE4E4VKRHFSZFQ,3112,5.0,2016-10-09 22:48:43.000000
AEE43HONN5SWUE2ZLFTUS2EV5WMA,3098,5.0,2016-04-18 02:00:37.000000
AHICOIKFADI3W56T7JI2EIAHLUYA,3128,5.0,2015-10-26 22:03:06.000000
AGKLTZL655Q26LLCA6LUID57TH5Q,3027,4.0,2019-08-07 12:58:08.498000
AEDUJK2SXQAWJVHPELCED5XJQAYQ,3147,5.0,2015-02-13 13:15:09.000000
AESL6WMA3BO3ZXPTK6EAQJIOFTUQ,3100,5.0,2018-08-14 00:37:43.836000
AG2OBSHXMDRFU6JDWBB6YUFXDHUQ,3026,5.0,2021-05-28 12:27:54.833000
AEZD47HTTRHENHQDLNGWULFPKNTQ,3142,5.0,2018-12-25 05:14:32.780000
AGW6YIZXO5JLRV6FSY3PCKZYD7KA,3017,4.0,2015-07-09 01:37:59.000000
AE3ROSUFQMZSUWMRUGOEBKTGWCZA,3036,4.0,2014-10-20 01:33:49.000000
AE3ROSUFQMZSUWMRUGOEBKTGWCZA,3061,2.0,2005-05-27 21:41:23.000000
AFALSQXLG3CGTCGY7DN2BWINHOCA,3051,5.0,2018-04-05 22:45:00.747000
AGW75VLZ5N4YUNIA4Z2LPCI3NURQ,3142,5.0,2003-11-16 02:53:21.000000
AGO6BPI7LS2ITSABGWABOWVSDAQQ,3026,5.0,2018-08-06 07:01:37.165000
AEELEI6MCSWV5O7P5IES3G6LYHPQ,3098,5.0,2017-03-23 13:25:57.000000
AFT3B6BD5MOSA2K3N5PMOVMOJWCQ,3100,1.0,2022-01-21 05:27:45.421000
AF5RN6CPV55EFLXHTQPGJ2QO4HDQ,3131,5.0,2017-03-08 19:10:27.000000
AFMQ5ZCNC5DUNV3HUGUM6C3M5Q7Q,3101,4.0,2017-07-31 04:23:38.149000
AFQDYY7SVLSKG3HG2GSZZ2GTY3KQ,3027,5.0,2018-05-20 21:34:14.476000
AHJWTLCEEKFA6R6XOVW55AXKJYLQ,3098,5.0,2017-12-22 09:42:52.313000
AEUEDDUSBIKI2LR3L5CNZ76DZLAA,3101,5.0,2015-12-14 01:26:00.000000
AGKTHLEGZVZYYJIQ5MAGIOHGOWMQ,3125,5.0,2014-01-31 00:29:34.000000
AHZEUF2M2DAH5UUTLBYFYLFISEJA,3098,5.0,2017-05-27 02:48:34.000000
AFG6BVAMCDW3YC426H45LO6PYAQA,3017,5.0,2017-09-16 22:44:25.317000
AEMOKFRDML3SWYB7DCLK6ZW7544A,3017,5.0,2014-01-28 03:18:39.000000
AEKLTYAZQAON6YZY5IGUA554O7JQ,3098,4.0,2018-02-27 02:00:51.908000
AEHSIR3IIMUAO6ELJQDEGTHCV3NQ,3051,5.0,2016-04-02 23:08:59.000000
AFNJPE3XZ3D3H24CD6NDCIWMX5QA,3137,5.0,2013-02-28 02:24:11.000000
AFXFH57FBRAIGGN6MS2BQEMINCEA,3098,5.0,2016-09-10 00:31:41.000000
AHHTZHHN74MPDOOI72UNDWEPBP2A,3129,1.0,2021-06-11 10:28:36.409000
AE4RYFZ65QIFR4QWMFD7CAN3S4WQ,3054,5.0,2010-04-27 12:58:54.000000
AEUJ3FOUSGG2XIDTPMGI2SHTYYEQ,3062,2.0,2014-11-24 04:30:23.000000
AEIM5UAVVDZ6RWZ7UZV4VUDQQS3A,3140,5.0,2015-09-30 01:35:36.000000
AGUQGTWAH4ZMX5EXTMKPY3AQ6BBA,3098,5.0,2016-05-30 23:44:23.000000
AGB4A4F7PW5LJ5LCP7Q4QKZNIHLA,3100,5.0,2017-12-30 00:21:19.096000
AEB4ASWUHMSAJYQSZL3O2WCA7TLQ,3043,4.0,2011-06-08 09:03:02.000000
AH4QGPIPC3E5M3YRBT7JS5N3BNPA,3142,5.0,2017-02-21 03:47:39.000000
AHGE4XROWZ4UAZNW3P7IKK2WMK4A,3108,5.0,2018-06-20 21:25:04.574000
AFV7GZPINGWFTS6CM7CU4S2ZYHFQ,3017,5.0,2014-10-29 07:55:46.000000
AENSNH2PQEHF7KFRZUJO2ZDGPNYQ,3001,5.0,2002-05-06 09:00:46.000000
AH4V4JYZU6MO3462O4I7UESDIJQA,3017,5.0,2015-10-17 08:22:31.000000
AGZKRM2BXECXV3BRMSQOUFIUKUZQ,3111,5.0,2021-09-22 21:05:36.630000
AH3FRWOIICT6IFEIMP7AEYOMEGQQ,3013,4.0,2014-02-01 00:45:14.000000
AFDF7C6RGJ4OPQYCYSOG6EIDSGLA,3015,5.0,2015-12-28 09:13:56.000000
AEBTBEQRZ5KYYJFFU6MBGU7VC3ZA,3142,1.0,2020-08-12 02:29:34.998000
AH25E2EIF7YDSHGEUKNLVXTKL2SA,3107,5.0,1997-11-18 21:18:56.000000
AF2TKHCCRGGODPMQPIB3RYGLUCZQ,3100,5.0,2018-09-11 04:18:39.859000
AERKQLHHTYZGWMAI3NE3AHYXXLWQ,3098,5.0,2016-07-27 05:11:47.000000
AFL2AUJVOJOYH5AKZNTQIEQQSM7A,3144,5.0,2019-03-24 23:10:41.058000
AFVGXA37YOQU2FXQU5BUTM72NAPQ,3051,5.0,2014-11-21 07:32:25.000000
AEWR5L3QT5FYS7L7BNIIJVUNYBGQ,3132,4.0,2018-02-20 00:55:26.576000
AF5ZVWBNGOMGUB76LHJOS42HQOFQ,3090,1.0,2020-07-06 01:03:50.311000
AEMUZEANJIAVWKCUALOH37IH7VZA,3140,5.0,2022-10-27 08:42:07.698000
AE4RB4Q224FWBGJCZEGSRSNOB36Q,3098,4.0,2016-09-06 11:27:10.000000
AHKW4KXRLMNJNLMCCSJYXEVHN5IQ,3107,5.0,2016-09-11 09:32:11.000000
AEQUC65J3EPHYEL6USHM7ILFHA5A,3062,4.0,2013-11-11 05:24:43.000000
AHKFOFHCAO6K63BQNJZNCR3VOFPQ,3033,5.0,2017-04-23 12:22:00.000000
AEVVHXHK34NZ34WJ2YJAWLZ3H3SA,3010,5.0,2016-12-30 12:31:02.000000
AGXXR2D4LL27GWD2KDR3GDV3EGJA,3088,5.0,2018-06-06 00:30:36.791000
AFFDQH22WA4XVNT2X6VYZHGZBUBQ,3100,5.0,2021-11-14 06:09:46.855000
AGQRNQNKQ256TXUOQUZMQG22HEYA,3142,5.0,2011-01-09 12:43:01.000000
AE6UUMCS46QYERDM7HGSKGZM6IVA,3140,5.0,2014-11-11 00:16:59.000000
AEC3DY2IYWGNFHWDN2FW3VR4UB4Q,3101,5.0,2016-05-07 00:12:18.000000
AESEZSZI3W7NRACRHTKSC6M5URRA,3164,3.0,2017-10-15 05:55:33.745000
AEGSPWTT6CLQWO5XBTNBGHEO3GTQ,3026,5.0,2021-04-03 07:50:30.133000
AHBLIOEOBA3BYDC56B3D7SJQNWXQ,3132,5.0,2013-06-06 07:37:41.000000
AFB5QER4Z55JOM6RWQGVPI42S7FQ,3026,5.0,2020-08-05 06:32:50.731000
AFAKSPMDBMLXF7LZFEAPOUYLVJHA,3043,5.0,2020-11-16 23:38:36.371000
AF3RXTOT3VBOUV2TTRALAVU6N3WQ,3051,5.0,2015-11-02 11:30:25.000000
AGDULJ3O7D3R4H6Y3NPZ3IWWGIQA,3039,4.0,2007-02-06 22:32:25.000000
AF6IKDYJKGUOMNP62UZXPZQXIF4A,3040,5.0,2022-06-05 00:38:44.356000
AEGUPPL5CPAC7J5RO3BN77OTBTNA,3140,5.0,2019-03-13 05:59:15.675000
AFO4KURUO33SGA55ZTRKKKDUYS3A,3101,5.0,2018-08-25 04:17:28.189000
AE3UJE2GNERS43ODPORRHNKBHNUA,3142,5.0,2015-02-11 22:32:17.000000
AGRVCWPOWOLYFIXSRXOHQFXFFRBQ,3062,1.0,2017-09-19 02:25:10.505000
AEQTUCJQJXIGR35DO3KPAVLVMO4A,3050,5.0,2020-12-03 19:20:26.879000
AFMU5CWEP5F43TN6E7YKLDTG6OZA,3101,4.0,2013-07-17 09:17:12.000000
AH4ZWLFRMFDX2VD5RF5QKWHUA62Q,3140,2.0,2017-06-08 11:57:26.000000
AFH442ZKOUWLMLP44JIUNXKWFGFQ,3017,5.0,2015-07-12 00:29:11.000000
AH3VYEEE6ZWYKMUXNR3YLKAHDXMQ,3017,5.0,2020-03-04 17:12:52.221000
AESUT25GJ2DYTZC2NNLGMLBTGV7Q,3142,3.0,2013-10-01 09:00:29.000000
AGLFX5443KE7722DYUJGWT2CX2MA,3111,3.0,2017-09-01 20:53:41.855000
AEF2LZXGIIWDAV7JSYG552VC36KA,3051,5.0,2017-02-25 22:37:17.000000
AF4POZ2IKKY6IRWZ7TBLZUCHGY2A,3107,2.0,2018-09-15 07:16:33.987000
AHE4MQCT7MOUEEVDVOZNUXOAQIDA,3154,5.0,2012-11-15 09:45:11.000000
AEEMAQMOFLJO4SHBC4B3QZFD3PMQ,3002,5.0,2017-08-02 10:11:04.584000
AH5UQOQ2YT7FFS3AL4HTJ3OJPGAA,3052,5.0,2014-05-20 10:03:48.000000
AHXXJGAQRPKSRIV7QXYMIEGYOMMQ,3142,5.0,2013-01-17 21:28:01.000000
AECSHKQ3FAAINVZZL4REOOWYIJGA,3101,5.0,2011-04-12 04:54:31.000000
AE6DCY3W7Z5DTESKWFOU47EDO5KA,3165,4.0,2009-06-26 23:43:15.000000
AEEPDXE2NR33DDQL7GKMC32MK5PQ,3111,5.0,2016-04-11 20:52:32.000000
AG2BNLPSNTKXFLFGZKCP24AEPP5Q,3098,5.0,2015-11-20 05:15:18.000000
AGTXE6L4MPUAQWDFQV4QFU5X47NA,3036,4.0,2014-10-12 14:22:58.000000
AEGP3TSXKJ7RUBHZFXZHBDINGF7A,3150,5.0,2020-09-21 09:19:56.572000
AHG4XBRMWRTPJJI5I6TEC7B76MJA,3098,5.0,2016-01-19 01:37:50.000000
AH2OQGYQZJQS5RXHS47RG6EYOJEQ,3150,4.0,2019-11-27 00:48:16.854000
AGWTJWHGLNN66UETDEKMNE6R56XQ,3142,5.0,2016-05-11 20:42:01.000000
AEBPJOWO5UWZBWHEKIVLJ3CRX5AA,3129,5.0,2018-04-10 09:54:05.677000
AE33ZIJZPLLQGJHYH4NH6PZNFJSA,3051,4.0,2017-07-10 09:00:35.153000
AFHBNSWPKLJV5GPVETSLDR3KAV6Q,3022,5.0,2015-03-23 07:25:41.000000
AFHBNSWPKLJV5GPVETSLDR3KAV6Q,3075,5.0,2015-03-23 07:25:33.000000
AES6TAVITTH2VKJPAFJJP2KQQRHA,3022,5.0,2014-02-18 22:03:10.000000
AES6TAVITTH2VKJPAFJJP2KQQRHA,3075,5.0,2014-02-18 21:38:50.000000
AGLMH7GYYOVSH3IFQDXJZQLWZ3HQ,3123,4.0,2020-12-17 04:02:59.224000
AGLMH7GYYOVSH3IFQDXJZQLWZ3HQ,3017,3.0,2013-08-11 11:18:01.000000
AGLMH7GYYOVSH3IFQDXJZQLWZ3HQ,3108,3.0,2013-06-15 00:34:36.000000
AGLMH7GYYOVSH3IFQDXJZQLWZ3HQ,3159,4.0,2009-04-26 09:30:23.000000
AGLMH7GYYOVSH3IFQDXJZQLWZ3HQ,3068,5.0,2007-11-19 22:23:27.000000
AGLMH7GYYOVSH3IFQDXJZQLWZ3HQ,3007,5.0,2006-04-14 21:52:04.000000
AGLMH7GYYOVSH3IFQDXJZQLWZ3HQ,3005,5.0,2005-10-07 15:05:13.000000
AHAOKCPWJ2C7M4F2YG5JXDZ654SQ,3122,5.0,2021-09-09 06:17:40.497000
AHNZJH2YPM436OEPEA5XA2237SQQ,3085,3.0,2006-06-29 18:10:46.000000
AHGI7BL4EW3HMES4LFCZSK4QN37A,3017,2.0,2017-08-25 19:40:54.611000
AEDWLSV35UXJR545LIEQJIE3WEFA,3072,5.0,2009-01-08 06:41:54.000000
AFSV5NUPV2HL7VVAP5ZZ5OAJEGOA,3111,5.0,2016-08-23 17:48:58.000000
AFXVFSP4O4SXZHIPUTFNNQC5BU6Q,3017,5.0,2016-09-01 23:56:44.000000
AHFYVQ5QRTI57IPEBDURHWBF252Q,3168,1.0,2011-04-05 18:31:02.000000
AG6PDGRVIJWPQNOEMBJEPNZ6SFSA,3107,5.0,2019-08-10 18:10:06.489000
AEQDW3LUZCRBFMK2C4YPHHTFLNPQ,3051,5.0,2021-02-23 03:25:04.014000
AED7IMJ5O6NT3JI7A6TLA4H34P6A,3017,5.0,2019-10-07 13:49:35.022000
AF7T63M6HAEZ7FFCXC33AHCD5HPQ,3100,3.0,2018-07-16 03:28:17.350000
AHQCZIY56BLFQ723F4VUVW466RVA,3062,1.0,2018-02-15 23:12:58.439000
AESY5MQRD5BUKQGMMJA662OS7LAQ,3068,5.0,2012-06-23 19:02:02.000000
AGMO23MTAWJIRBY5WQIPLTUOGYAQ,3101,3.0,2015-11-11 00:16:00.000000
AFFGHJF5HC7TB5VSHDC4NQDXSSKA,3072,5.0,2013-09-24 10:59:51.000000
AFYWOMY45GHAMD3PXCA6GZXJ3X2A,3056,5.0,2020-05-17 22:45:03.224000
AGNSE57QKPNWN72DB5MZVRD4XRXQ,3017,4.0,2015-06-17 06:57:23.000000
AHZSMWV3VT37YAUMKYRKJUTWDVAQ,3071,5.0,2008-05-29 23:57:32.000000
AHRMMQ5BI7YCGYO5T3AVSONI53GQ,3098,4.0,2016-03-01 22:22:15.000000
AFLXDDY2JOYNL2TVFB6MO3BJHAXA,3040,5.0,2015-09-14 01:12:31.000000
AF2M4IVQMJKPF4QDBWP6WSJPBUYQ,3140,5.0,2017-05-14 08:15:49.000000
AENJIOTD53QL56OUTEN7EWMHC3HA,3101,5.0,2012-09-07 12:16:03.000000
AEUJUNQFVBFMDSLHRHQLZ5ML63PQ,3011,3.0,2016-10-16 10:25:43.000000
AGRHOKT7PF5PW7FZRDE7CS2LX7FA,3017,5.0,2019-06-15 00:06:20.220000
AFCNOJ6RSGR7EAHSNGFAPSNWPGUQ,3119,3.0,2006-05-18 07:28:12.000000
AF3SI3FCGGVKQKB3KTTYIEM3WYVQ,3142,5.0,2009-08-01 01:02:37.000000
AHF7ZU2I7EVSGJDSTPBI36FRUKEA,3062,5.0,2014-08-19 01:23:51.000000
AFUVVLJ53PNLZ3SB2G2CPL3XH3KA,3107,5.0,2016-04-02 06:30:53.000000
AF7ZI2V5SUEPKW4Y3TVZZPLIOV7Q,3017,5.0,2016-06-27 08:10:50.000000
AEU3ORHR7U2MHUKI2ZNOI3M4LPGA,3150,5.0,2021-02-13 23:29:39.248000
AFJEKLPATU5SU6DFO4OL5LGIEISA,3036,5.0,2016-03-15 07:32:29.000000
AHH27UIYXJS6BQUB6DPOCH62FXZA,3146,5.0,2021-05-26 03:19:52.797000
AGM77UTKYRI4XD6GZXZMD2HGLD5A,3142,5.0,2022-04-09 08:44:31.444000
AF5KPXBOD33IALUR3XXQ5FIHGIIA,3108,2.0,2016-09-01 11:47:15.000000
AHHL2HJCL3K32RBVNFX4B6WELFBQ,3026,5.0,2019-08-07 04:52:59.878000
AHJW6UQJ7K7L4LOOQ4Q44HE5EQEA,3142,5.0,2016-01-09 00:57:57.000000
AHT3GHDEKEZTYELTHPL6BNXXSVIA,3002,5.0,2010-10-23 13:14:13.000000
AHTI7JZTXBIZFOFUE5CVHDZ6OAXQ,3073,4.0,2014-01-04 00:47:12.000000
AEJ2OHVHRZUKD2GZWGV6VASEK7OQ,3017,4.0,2015-05-21 10:32:55.000000
AHTLINH5TMGYNZCX325VAJP7DK6A,3142,5.0,2015-03-12 05:53:34.000000
AH24ET7I3DI6Q4BRNKLMX3722CWA,3140,5.0,2018-06-21 08:15:49.066000
AERH2TLK4ZMBPAY5IP3M36ZFPPKA,3140,5.0,2017-06-08 08:12:33.000000
AFSLXFPMUG4IMCHW3BJISVHKNZTQ,3111,3.0,2017-11-26 23:07:01.636000
AFJWW36NC63QLMKLJ2DLCYYZS2VQ,3108,5.0,2011-11-29 10:07:49.000000
AGID33ECVYV7IY467ACTCF2SMUVA,3037,2.0,2001-04-04 00:10:01.000000
AGMYW3THAYL5IENVAN3UNH3T52AQ,3111,5.0,2015-03-02 07:30:06.000000
AHAB32I6OBKF3ZU7EV2OCWK6EWRA,3140,5.0,2015-03-16 10:06:28.000000
AH7XO376URXXCSK332KEPQOX4CKA,3142,5.0,2013-12-17 08:37:51.000000
AH7XO376URXXCSK332KEPQOX4CKA,3071,5.0,2006-08-05 00:33:41.000000
AHTKHP4CEBYAYU3FWL4K2H2RSEPQ,3022,5.0,2010-05-21 01:49:29.000000
AHV2IIZ7VRSCQLYJSYU7FXCHI7LQ,3142,5.0,2013-05-11 17:45:30.000000
AFG5T2NWVSE25PF6ZXVJXV4JDVBQ,3112,4.0,2014-04-12 21:56:37.000000
AH3KHBMW5O2TMNBDYIYYT4PGO77Q,3112,5.0,2016-07-21 20:37:56.000000
AGRWLDUA2IKDU6YXRA7DL7VRNWNQ,3142,5.0,2021-09-15 05:46:05.211000
AGN333SS36EKO2SHMS3OIPXU4PXQ,3071,5.0,2014-09-06 21:56:31.000000
AGRDJ67AIDI4RLD4OQ5TJZ5DJ7BA,3130,1.0,2021-01-25 12:01:09.582000
AFUWSTQV4GCJEOXL23TSHWQMKUKA,3161,5.0,2015-01-16 07:39:24.000000
AFSH5ST367EQ3P6DMVCZGIYXYUAA,3017,5.0,2020-02-16 00:33:45.762000
AE6Z7GJWX6HWDEVW6QSME4IW6RMQ,3017,2.0,2019-12-18 01:27:25.956000
AGQOASTWXYTKAK6MT4NL6223FEJQ,3168,5.0,2019-11-27 02:51:53.631000
AGTHHCNSNHDTA2GXU6ZNX54R7HSA,3140,5.0,2017-02-16 05:18:41.000000
AEQJ7JQJPF576XMNFHQQ5DGW7CEA,3098,5.0,2016-06-05 11:06:25.000000
AFUKRNSSVJXBOWYRIFHKTSCQPUJQ,3107,5.0,2003-01-14 09:01:21.000000
AF7VOTEX47TRPNS7M63OASWGDS7Q,3000,5.0,2021-12-05 04:02:34.835000
AG35URJLDAU77XJJ4DHOC3WDHTDQ,3062,2.0,2009-01-21 23:31:00.000000
AE3C6EI5YTD7DZI4BFNWQ7SJ5XMQ,3023,5.0,2009-09-18 02:19:44.000000
AG6TEVTPTIADHSTYSLMSLNUAT3ZA,3142,4.0,2021-01-17 01:39:34.618000
AGBO2YIC2UDGDTB2SAB6P7TBUVSA,3132,4.0,2015-03-04 06:25:42.000000
AESZCKHAFLNLV6RNKP73CYCAYJYA,3071,5.0,2014-07-18 13:05:57.000000
AGJXIVVRKMCMJ5K6NFOKMKA7YHTA,3142,4.0,2009-05-07 19:01:44.000000
AE45ZGMA3H5BVWXV5ZOUTXMWDKXQ,3147,5.0,2013-04-30 10:04:34.000000
AHOGNV2M5ICTYOPJPCSVEENOAX6A,3031,1.0,2014-07-12 02:34:52.000000
AHGAPIMUCCQFRHDUBU6V7LKOUTEQ,3011,5.0,2014-02-28 18:01:56.000000
AEUBZPWZWEHF3CH4HR6MISVD2NXA,3026,5.0,2019-05-26 01:51:06.046000
AEV45JNDUUKBV3K3ZWOVVQJWYUQA,3088,3.0,2015-09-11 11:54:58.000000
